PFAM 	|	 Label 	|	 Clan
PF13639 	|	 CL0229 	|	 325
PF00033 	|	 CL0328 	|	 39
PF00059 	|	 CL0056 	|	 226
PF13181 	|	 CL0020 	|	 52
PF00090 	|	 CL0692 	|	 441
PF12937 	|	 CL0271 	|	 95
PF00098 	|	 CL0511 	|	 38
PF00058 	|	 CL0186 	|	 313
PF13853 	|	 CL0192 	|	 288
PF00628 	|	 CL0229 	|	 215
PF02210 	|	 CL0004 	|	 247
PF00226 	|	 CL0392 	|	 354
PF00630 	|	 CL0159 	|	 146
PF00397 	|	 CL0680 	|	 443
PF00225 	|	 CL0023 	|	 360
PF00017 	|	 CL0541 	|	 351
PF00646 	|	 CL0271 	|	 95
PF00806 	|	 CL0020 	|	 453
PF00092 	|	 CL0128 	|	 335
PF00443 	|	 CL0125 	|	 28
PF00620 	|	 CL0409 	|	 152
PF13912 	|	 CL0361 	|	 214
PF00176 	|	 CL0023 	|	 304
PF00102 	|	 CL0031 	|	 408
PF00149 	|	 CL0163 	|	 454
PF00085 	|	 CL0172 	|	 354
PF08240 	|	 CL0296 	|	 486
PF00931 	|	 CL0023 	|	 411
PF00622 	|	 CL0004 	|	 332
PF12661 	|	 CL0001 	|	 247
PF00063 	|	 CL0023 	|	 67
PF00009 	|	 CL0023 	|	 481
PF00130 	|	 CL0229 	|	 290
PF00536 	|	 CL0003 	|	 385
PF17921 	|	 CL0361 	|	 66
PF00530 	|	 CL0550 	|	 435
PF00856 	|	 CL0489 	|	 443
PF07727 	|	 CL0027 	|	 66
PF00107 	|	 CL0063 	|	 486
PF17862 	|	 CL0671 	|	 45
PF14604 	|	 CL0010 	|	 442
PF00566 	|	 CL0816 	|	 115
PF00027 	|	 CL0029 	|	 108
PF00240 	|	 CL0072 	|	 163
PF00561 	|	 CL0028 	|	 109
PF00642 	|	 CL0537 	|	 427
PF01094 	|	 CL0144 	|	 340
PF00665 	|	 CL0219 	|	 66
PF13637 	|	 CL0465 	|	 260
PF00626 	|	 CL0092 	|	 339
PF00248 	|	 CL0036 	|	 8
PF01436 	|	 CL0186 	|	 347
PF00179 	|	 CL0208 	|	 315
PF00505 	|	 CL0114 	|	 87
PF12874 	|	 CL0361 	|	 214
PF07653 	|	 CL0010 	|	 442
PF01833 	|	 CL0159 	|	 305
PF00643 	|	 CL0782 	|	 347
PF00481 	|	 CL0238 	|	 29
PF01494 	|	 CL0063 	|	 84
PF00201 	|	 CL0113 	|	 401
PF01490 	|	 CL0062 	|	 201
PF01061 	|	 CL0181 	|	 492
PF00171 	|	 CL0099 	|	 319
PF00550 	|	 CL0314 	|	 89
PF00135 	|	 CL0028 	|	 345
PF03732 	|	 CL0523 	|	 66
PF07654 	|	 CL0159 	|	 301
PF00373 	|	 CL0632 	|	 103
PF00155 	|	 CL0061 	|	 181
PF03372 	|	 CL0530 	|	 66
PF00097 	|	 CL0229 	|	 347
PF00498 	|	 CL0357 	|	 360
PF00012 	|	 CL0108 	|	 101
PF03144 	|	 CL0105 	|	 58
PF00105 	|	 CL0167 	|	 106
PF00583 	|	 CL0257 	|	 307
PF01348 	|	 CL0359 	|	 150
PF00385 	|	 CL0010 	|	 111
PF00002 	|	 CL0192 	|	 270
PF20684 	|	 CL0192 	|	 126
PF17919 	|	 CL0219 	|	 66
PF00134 	|	 CL0065 	|	 331
PF13520 	|	 CL0062 	|	 179
PF03171 	|	 CL0029 	|	 246
PF07707 	|	 CL0033 	|	 468
PF00016 	|	 CL0036 	|	 39
PF00632 	|	 CL0552 	|	 320
PF07992 	|	 CL0063 	|	 72
PF17917 	|	 CL0219 	|	 66
PF20431 	|	 CL0020 	|	 425
PF01363 	|	 CL0229 	|	 244
PF12854 	|	 CL0020 	|	 136
PF11951 	|	 CL0507 	|	 181
PF13193 	|	 CL0531 	|	 166
PF07885 	|	 CL0030 	|	 337
PF01926 	|	 CL0023 	|	 183
PF00022 	|	 CL0108 	|	 95
PF05729 	|	 CL0023 	|	 114
PF01565 	|	 CL0077 	|	 91
PF00170 	|	 CL0018 	|	 176
PF00211 	|	 CL0276 	|	 294
PF13445 	|	 CL0229 	|	 347
PF00160 	|	 CL0475 	|	 164
PF07647 	|	 CL0003 	|	 385
PF00035 	|	 CL0196 	|	 416
PF01554 	|	 CL0222 	|	 11
PF01607 	|	 CL0155 	|	 226
PF07859 	|	 CL0028 	|	 34
PF00782 	|	 CL0031 	|	 197
PF14226 	|	 CL0029 	|	 246
PF00847 	|	 CL0081 	|	 6
PF00403 	|	 CL0704 	|	 24
PF00094 	|	 CL0741 	|	 242
PF01370 	|	 CL0063 	|	 279
PF13812 	|	 CL0020 	|	 136
PF13086 	|	 CL0023 	|	 137
PF00112 	|	 CL0125 	|	 81
PF13456 	|	 CL0219 	|	 66
PF07648 	|	 CL0005 	|	 475
PF00227 	|	 CL0052 	|	 31
PF00625 	|	 CL0023 	|	 367
PF00324 	|	 CL0062 	|	 24
PF00515 	|	 CL0020 	|	 52
PF00093 	|	 CL0451 	|	 210
PF00629 	|	 CL0004 	|	 435
PF00615 	|	 CL0272 	|	 125
PF00026 	|	 CL0129 	|	 212
PF12947 	|	 CL0001 	|	 432
PF13202 	|	 CL0220 	|	 448
PF00637 	|	 CL0020 	|	 268
PF00293 	|	 CL0261 	|	 307
PF00454 	|	 CL0016 	|	 107
PF00350 	|	 CL0023 	|	 422
PF00146 	|	 CL0425 	|	 202
PF00300 	|	 CL0071 	|	 401
PF00116 	|	 CL0026 	|	 39
PF01399 	|	 CL0123 	|	 357
PF00047 	|	 CL0159 	|	 301
PF00129 	|	 CL0343 	|	 301
PF13765 	|	 CL0004 	|	 114
PF00650 	|	 CL0512 	|	 61
PF00335 	|	 CL0347 	|	 118
PF00432 	|	 CL0059 	|	 207
PF02214 	|	 CL0033 	|	 337
PF01477 	|	 CL0321 	|	 205
PF12662 	|	 CL0001 	|	 432
PF00254 	|	 CL0487 	|	 323
PF01753 	|	 CL0175 	|	 493
PF01593 	|	 CL0063 	|	 82
PF01266 	|	 CL0063 	|	 84
PF07732 	|	 CL0026 	|	 499
PF00450 	|	 CL0028 	|	 401
PF01437 	|	 CL0630 	|	 412
PF00125 	|	 CL0012 	|	 79
PF00754 	|	 CL0202 	|	 272
PF02518 	|	 CL0025 	|	 267
PF00250 	|	 CL0123 	|	 34
PF00641 	|	 CL0167 	|	 164
PF00657 	|	 CL0264 	|	 401
PF00743 	|	 CL0063 	|	 22
PF00060 	|	 CL0030 	|	 340
PF00091 	|	 CL0063 	|	 341
PF00025 	|	 CL0023 	|	 10
PF00567 	|	 CL0010 	|	 366
PF19055 	|	 CL0181 	|	 492
PF00999 	|	 CL0064 	|	 108
PF00581 	|	 CL0031 	|	 197
PF00209 	|	 CL0062 	|	 415
PF00003 	|	 CL0192 	|	 340
PF02786 	|	 CL0179 	|	 42
PF00141 	|	 CL0617 	|	 401
PF09380 	|	 CL0266 	|	 103
PF00685 	|	 CL0023 	|	 271
PF00320 	|	 CL0167 	|	 188
PF00732 	|	 CL0063 	|	 84
PF00892 	|	 CL0184 	|	 64
PF03160 	|	 CL0159 	|	 396
PF00704 	|	 CL0036 	|	 405
PF02412 	|	 CL0689 	|	 113
PF13087 	|	 CL0023 	|	 137
PF01602 	|	 CL0020 	|	 133
PF00899 	|	 CL0063 	|	 72
PF07699 	|	 CL0001 	|	 80
PF02798 	|	 CL0172 	|	 213
PF00788 	|	 CL0072 	|	 130
PF01826 	|	 CL0819 	|	 242
PF00072 	|	 CL0304 	|	 267
PF05199 	|	 CL0063 	|	 84
PF00854 	|	 CL0015 	|	 418
PF09379 	|	 CL0072 	|	 103
PF00233 	|	 CL0237 	|	 188
PF00531 	|	 CL0041 	|	 461
PF01839 	|	 CL0186 	|	 488
PF01582 	|	 CL0173 	|	 411
PF02373 	|	 CL0029 	|	 215
PF02893 	|	 CL0266 	|	 370
PF00640 	|	 CL0266 	|	 125
PF07731 	|	 CL0026 	|	 499
PF01553 	|	 CL0228 	|	 29
PF12799 	|	 CL0022 	|	 254
PF02362 	|	 CL0405 	|	 82
PF00569 	|	 CL0229 	|	 314
PF12697 	|	 CL0028 	|	 109
PF08241 	|	 CL0063 	|	 316
PF00030 	|	 CL0333 	|	 369
PF01421 	|	 CL0126 	|	 392
PF01403 	|	 CL0186 	|	 412
PF07717 	|	 CL0021 	|	 44
PF00175 	|	 CL0091 	|	 86
PF02902 	|	 CL0125 	|	 26
PF00246 	|	 CL0105 	|	 291
PF00668 	|	 CL0149 	|	 166
PF07974 	|	 CL0001 	|	 303
PF13517 	|	 CL0186 	|	 371
PF01585 	|	 CL0449 	|	 416
PF01423 	|	 CL0010 	|	 10
PF00006 	|	 CL0023 	|	 422
PF00147 	|	 CL0422 	|	 149
PF01485 	|	 CL0229 	|	 156
PF00230 	|	 CL0716 	|	 407
PF16212 	|	 CL0137 	|	 473
PF00855 	|	 CL0010 	|	 185
PF00533 	|	 CL0459 	|	 464
PF03810 	|	 CL0020 	|	 90
PF00043 	|	 CL0497 	|	 213
PF04564 	|	 CL0229 	|	 59
PF00188 	|	 CL0659 	|	 271
PF00378 	|	 CL0127 	|	 428
PF13359 	|	 CL0219 	|	 106
PF02535 	|	 CL0184 	|	 285
PF01657 	|	 CL0812 	|	 73
PF08205 	|	 CL0159 	|	 301
PF02820 	|	 CL0010 	|	 124
PF05368 	|	 CL0063 	|	 319
PF00989 	|	 CL0183 	|	 267
PF01825 	|	 CL0661 	|	 270
PF01239 	|	 CL0020 	|	 224
PF12763 	|	 CL0220 	|	 442
PF10551 	|	 CL0219 	|	 292
PF00627 	|	 CL0214 	|	 231
PF07728 	|	 CL0023 	|	 116
PF00610 	|	 CL0123 	|	 438
PF00364 	|	 CL0105 	|	 42
PF10613 	|	 CL0177 	|	 340
PF00955 	|	 CL0062 	|	 57
PF04408 	|	 CL0123 	|	 44
PF01764 	|	 CL0028 	|	 171
PF01302 	|	 CL0010 	|	 360
PF12698 	|	 CL0181 	|	 120
PF00109 	|	 CL0046 	|	 89
PF00394 	|	 CL0026 	|	 499
PF04193 	|	 CL0141 	|	 128
PF03953 	|	 CL0442 	|	 341
PF00326 	|	 CL0028 	|	 216
PF00011 	|	 CL0190 	|	 79
PF00117 	|	 CL0014 	|	 348
PF00232 	|	 CL0036 	|	 22
PF02874 	|	 CL0105 	|	 422
PF00328 	|	 CL0071 	|	 64
PF00535 	|	 CL0110 	|	 279
PF01476 	|	 CL0187 	|	 246
PF01852 	|	 CL0209 	|	 121
PF00291 	|	 CL0063 	|	 310
PF01590 	|	 CL0161 	|	 188
PF02854 	|	 CL0020 	|	 94
PF00616 	|	 CL0409 	|	 449
PF00388 	|	 CL0036 	|	 174
PF00618 	|	 CL0542 	|	 290
PF00441 	|	 CL0087 	|	 207
PF00282 	|	 CL0061 	|	 498
PF13358 	|	 CL0219 	|	 393
PF03106 	|	 CL0274 	|	 79
PF01734 	|	 CL0323 	|	 59
PF12894 	|	 CL0186 	|	 32
PF02801 	|	 CL0046 	|	 89
PF01433 	|	 CL0126 	|	 218
PF00656 	|	 CL0093 	|	 131
PF00575 	|	 CL0021 	|	 44
PF01979 	|	 CL0036 	|	 18
PF00780 	|	 CL0186 	|	 438
PF05920 	|	 CL0123 	|	 291
PF01846 	|	 CL0584 	|	 274
PF05193 	|	 CL0094 	|	 327
PF02141 	|	 CL0330 	|	 370
PF01426 	|	 CL0010 	|	 230
PF00850 	|	 CL0302 	|	 6
PF00564 	|	 CL0072 	|	 192
PF02984 	|	 CL0065 	|	 331
PF08266 	|	 CL0159 	|	 48
PF00781 	|	 CL0240 	|	 269
PF00051 	|	 CL0602 	|	 379
PF03151 	|	 CL0184 	|	 465
PF00133 	|	 CL0039 	|	 155
PF02225 	|	 CL0364 	|	 325
PF02771 	|	 CL0544 	|	 207
PF01794 	|	 CL0328 	|	 161
PF17820 	|	 CL0466 	|	 263
PF00969 	|	 CL0343 	|	 301
PF00735 	|	 CL0023 	|	 362
PF00916 	|	 CL0062 	|	 298
PF00611 	|	 CL0145 	|	 442
PF00295 	|	 CL0268 	|	 401
PF00487 	|	 CL0713 	|	 24
PF22486 	|	 CL0389 	|	 253
PF00648 	|	 CL0125 	|	 363
PF01569 	|	 CL0525 	|	 171
PF01145 	|	 CL0433 	|	 415
PF00884 	|	 CL0088 	|	 18
PF01636 	|	 CL0016 	|	 126
PF03107 	|	 CL0229 	|	 5
PF01453 	|	 CL0186 	|	 73
PF10294 	|	 CL0063 	|	 232
PF00024 	|	 CL0168 	|	 271
PF13426 	|	 CL0183 	|	 267
PF00462 	|	 CL0172 	|	 72
PF04389 	|	 CL0105 	|	 491
PF00386 	|	 CL0100 	|	 226
PF00791 	|	 CL0661 	|	 461
PF13833 	|	 CL0220 	|	 448
PF03184 	|	 CL0219 	|	 106
PF00493 	|	 CL0023 	|	 19
PF00644 	|	 CL0084 	|	 236
PF00675 	|	 CL0094 	|	 327
PF01388 	|	 CL0123 	|	 399
PF01501 	|	 CL0110 	|	 465
PF17900 	|	 CL0672 	|	 218
PF00020 	|	 CL0607 	|	 131
PF14432 	|	 CL0109 	|	 425
PF00266 	|	 CL0061 	|	 82
PF18720 	|	 CL0001 	|	 303
PF03031 	|	 CL0137 	|	 181
PF00652 	|	 CL0066 	|	 226
PF00534 	|	 CL0113 	|	 211
PF01398 	|	 CL0366 	|	 462
PF00128 	|	 CL0036 	|	 194
PF04548 	|	 CL0023 	|	 79
PF00387 	|	 CL0036 	|	 174
PF00100 	|	 CL0159 	|	 315
PF00698 	|	 CL0323 	|	 89
PF00190 	|	 CL0029 	|	 494
PF08030 	|	 CL0091 	|	 161
PF01762 	|	 CL0110 	|	 381
PF01055 	|	 CL0036 	|	 243
PF04969 	|	 CL0190 	|	 493
PF17207 	|	 CL0021 	|	 19
PF02037 	|	 CL0306 	|	 190
PF00019 	|	 CL0079 	|	 288
PF01546 	|	 CL0105 	|	 401
PF01504 	|	 CL0016 	|	 424
PF02985 	|	 CL0020 	|	 489
PF03114 	|	 CL0145 	|	 442
PF00054 	|	 CL0004 	|	 413
PF03456 	|	 CL0431 	|	 370
PF13837 	|	 CL0123 	|	 214
PF08022 	|	 CL0105 	|	 161
PF00562 	|	 CL0410 	|	 39
PF07993 	|	 CL0063 	|	 166
PF00888 	|	 CL0020 	|	 156
PF01284 	|	 CL0396 	|	 4
PF14111 	|	 CL0196 	|	 181
PF00474 	|	 CL0062 	|	 381
PF06602 	|	 CL0031 	|	 370
PF01400 	|	 CL0126 	|	 405
PF01217 	|	 CL0431 	|	 3
PF00180 	|	 CL0270 	|	 8
PF00178 	|	 CL0123 	|	 206
PF00503 	|	 CL0023 	|	 118
PF03098 	|	 CL0617 	|	 161
PF00587 	|	 CL0040 	|	 397
PF12906 	|	 CL0229 	|	 307
PF13640 	|	 CL0029 	|	 82
PF12774 	|	 CL0023 	|	 99
PF00753 	|	 CL0381 	|	 349
PF00933 	|	 CL0036 	|	 335
PF02779 	|	 CL0254 	|	 169
PF02171 	|	 CL0219 	|	 275
PF01532 	|	 CL0059 	|	 119
PF07525 	|	 CL0642 	|	 168
PF00891 	|	 CL0063 	|	 400
PF00039 	|	 CL0451 	|	 92
PF00202 	|	 CL0061 	|	 179
PF07562 	|	 CL0607 	|	 340
PF00152 	|	 CL0040 	|	 157
PF04055 	|	 CL0036 	|	 96
PF03129 	|	 CL0458 	|	 397
PF03109 	|	 CL0016 	|	 8
PF03357 	|	 CL0235 	|	 10
PF00512 	|	 CL0025 	|	 267
PF02949 	|	 CL0176 	|	 415
PF13649 	|	 CL0063 	|	 316
PF00075 	|	 CL0219 	|	 38
PF17855 	|	 CL0671 	|	 19
PF02148 	|	 CL0229 	|	 28
PF02170 	|	 CL0010 	|	 71
PF00413 	|	 CL0126 	|	 48
PF02736 	|	 CL0010 	|	 67
PF00389 	|	 CL0063 	|	 319
PF00822 	|	 CL0375 	|	 381
PF01030 	|	 CL0022 	|	 225
PF03133 	|	 CL0179 	|	 232
PF01095 	|	 CL0268 	|	 246
PF12146 	|	 CL0028 	|	 109
PF00150 	|	 CL0036 	|	 405
PF00929 	|	 CL0219 	|	 452
PF04116 	|	 CL0713 	|	 401
PF05922 	|	 CL0570 	|	 122
PF12780 	|	 CL0023 	|	 99
PF13843 	|	 CL0219 	|	 393
PF00722 	|	 CL0004 	|	 372
PF14543 	|	 CL0129 	|	 24
PF00789 	|	 CL0072 	|	 293
PF12781 	|	 CL0023 	|	 99
PF02847 	|	 CL0020 	|	 94
PF01498 	|	 CL0123 	|	 393
PF02460 	|	 CL0322 	|	 180
PF00294 	|	 CL0118 	|	 465
PF00447 	|	 CL0123 	|	 64
PF02338 	|	 CL0125 	|	 293
PF14541 	|	 CL0129 	|	 24
PF01039 	|	 CL0127 	|	 42
PF02463 	|	 CL0023 	|	 407
PF08031 	|	 CL0277 	|	 91
PF17779 	|	 CL0123 	|	 114
PF00679 	|	 CL0437 	|	 58
PF00241 	|	 CL0092 	|	 401
PF00653 	|	 CL0417 	|	 487
PF21365 	|	 CL0369 	|	 243
PF01549 	|	 CL0213 	|	 48
PF00339 	|	 CL0135 	|	 176
PF18198 	|	 CL0671 	|	 258
PF03478 	|	 CL0186 	|	 95
PF03028 	|	 CL0023 	|	 258
PF01138 	|	 CL0329 	|	 326
PF04547 	|	 CL0416 	|	 248
PF01663 	|	 CL0088 	|	 160
PF00264 	|	 CL0205 	|	 496
PF01740 	|	 CL0502 	|	 298
PF01336 	|	 CL0021 	|	 157
PF01479 	|	 CL0492 	|	 251
PF01694 	|	 CL0207 	|	 170
PF16746 	|	 CL0145 	|	 125
PF02146 	|	 CL0063 	|	 232
PF05970 	|	 CL0023 	|	 26
PF00258 	|	 CL0042 	|	 458
PF02668 	|	 CL0029 	|	 8
PF02752 	|	 CL0135 	|	 20
PF03062 	|	 CL0517 	|	 10
PF03765 	|	 CL0214 	|	 61
PF19028 	|	 CL0692 	|	 300
PF13716 	|	 CL0512 	|	 152
PF00040 	|	 CL0602 	|	 226
PF01467 	|	 CL0039 	|	 85
PF01408 	|	 CL0063 	|	 2
PF19236 	|	 CL0750 	|	 441
PF00790 	|	 CL0020 	|	 30
PF00332 	|	 CL0036 	|	 369
PF00337 	|	 CL0004 	|	 387
PF06467 	|	 CL0175 	|	 394
PF13306 	|	 CL0022 	|	 411
PF01392 	|	 CL0644 	|	 165
PF01248 	|	 CL0101 	|	 315
PF00619 	|	 CL0041 	|	 114
PF03221 	|	 CL0123 	|	 106
PF00903 	|	 CL0104 	|	 22
PF11838 	|	 CL0159 	|	 218
PF14429 	|	 CL0154 	|	 178
PF13409 	|	 CL0172 	|	 213
PF02825 	|	 CL0783 	|	 427
PF00365 	|	 CL0240 	|	 6
PF01365 	|	 CL0020 	|	 332
PF00928 	|	 CL0448 	|	 3
PF13460 	|	 CL0063 	|	 316
PF00108 	|	 CL0046 	|	 298
PF08276 	|	 CL0168 	|	 73
PF08264 	|	 CL0258 	|	 155
PF00488 	|	 CL0023 	|	 85
PF00056 	|	 CL0063 	|	 444
PF00193 	|	 CL0056 	|	 226
PF07565 	|	 CL0340 	|	 57
PF02494 	|	 CL0159 	|	 435
PF02809 	|	 CL0702 	|	 28
PF03727 	|	 CL0108 	|	 494
PF05773 	|	 CL0208 	|	 40
PF07651 	|	 CL0020 	|	 30
PF00808 	|	 CL0012 	|	 273
PF01661 	|	 CL0223 	|	 79
PF13831 	|	 CL0229 	|	 215
PF04818 	|	 CL0020 	|	 485
PF06371 	|	 CL0020 	|	 429
PF00636 	|	 CL0539 	|	 71
PF02815 	|	 CL0066 	|	 332
PF00755 	|	 CL0149 	|	 486
PF06920 	|	 CL0020 	|	 178
PF00667 	|	 CL0105 	|	 458
PF00349 	|	 CL0108 	|	 494
PF02383 	|	 CL0031 	|	 483
PF07716 	|	 CL0018 	|	 176
PF00957 	|	 CL0445 	|	 307
PF12171 	|	 CL0361 	|	 214
PF01067 	|	 CL0202 	|	 363
PF03061 	|	 CL0050 	|	 5
PF20421 	|	 CL0020 	|	 178
PF14529 	|	 CL0530 	|	 66
PF13621 	|	 CL0029 	|	 95
PF00609 	|	 CL0701 	|	 269
PF01612 	|	 CL0219 	|	 148
PF01105 	|	 CL0521 	|	 8
PF02866 	|	 CL0341 	|	 444
PF08659 	|	 CL0063 	|	 89
PF01189 	|	 CL0063 	|	 451
PF00042 	|	 CL0090 	|	 86
PF06292 	|	 CL0020 	|	 290
PF03083 	|	 CL0141 	|	 128
PF01048 	|	 CL0408 	|	 59
PF02485 	|	 CL0110 	|	 271
PF00878 	|	 CL0226 	|	 490
PF13839 	|	 CL0264 	|	 246
PF21041 	|	 CL0020 	|	 433
PF01428 	|	 CL0229 	|	 293
PF02800 	|	 CL0139 	|	 31
PF01431 	|	 CL0126 	|	 91
PF07719 	|	 CL0020 	|	 52
PF04811 	|	 CL0128 	|	 339
PF17771 	|	 CL0750 	|	 441
PF05843 	|	 CL0020 	|	 11
PF00144 	|	 CL0013 	|	 8
PF00801 	|	 CL0159 	|	 205
PF14497 	|	 CL0497 	|	 213
PF10250 	|	 CL0113 	|	 465
PF00055 	|	 CL0202 	|	 246
PF00318 	|	 CL0067 	|	 6
PF13857 	|	 CL0465 	|	 260
PF00048 	|	 CL0730 	|	 261
PF10584 	|	 CL0052 	|	 31
PF00676 	|	 CL0254 	|	 169
PF08516 	|	 CL0750 	|	 392
PF00348 	|	 CL0613 	|	 11
PF00313 	|	 CL0021 	|	 38
PF02892 	|	 CL0361 	|	 106
PF02714 	|	 CL0416 	|	 193
PF03514 	|	 CL0063 	|	 106
PF14310 	|	 CL0159 	|	 335
PF00036 	|	 CL0220 	|	 448
PF00638 	|	 CL0266 	|	 164
PF03552 	|	 CL0110 	|	 494
PF00151 	|	 CL0028 	|	 18
PF13631 	|	 CL0328 	|	 39
PF14703 	|	 CL0221 	|	 193
PF00538 	|	 CL0123 	|	 79
PF17766 	|	 CL0159 	|	 122
PF00061 	|	 CL0116 	|	 3
PF03446 	|	 CL0063 	|	 445
PF02787 	|	 CL0123 	|	 42
PF03009 	|	 CL0036 	|	 168
PF02883 	|	 CL0159 	|	 133
PF00724 	|	 CL0036 	|	 319
PF16489 	|	 CL0661 	|	 270
PF02204 	|	 CL0785 	|	 255
PF02785 	|	 CL0105 	|	 42
PF05383 	|	 CL0123 	|	 485
PF03006 	|	 CL0192 	|	 465
PF01301 	|	 CL0036 	|	 234
PF00907 	|	 CL0073 	|	 176
PF08447 	|	 CL0183 	|	 267
PF20805 	|	 CL0159 	|	 488
PF00289 	|	 CL0063 	|	 42
PF06839 	|	 CL0167 	|	 420
PF13532 	|	 CL0029 	|	 181
PF01150 	|	 CL0108 	|	 407
PF05721 	|	 CL0029 	|	 8
PF00145 	|	 CL0063 	|	 185
PF17667 	|	 CL0016 	|	 4
PF12738 	|	 CL0459 	|	 464
PF08389 	|	 CL0020 	|	 90
PF00050 	|	 CL0005 	|	 475
PF00565 	|	 CL0010 	|	 366
PF00688 	|	 CL0055 	|	 288
PF14492 	|	 CL0437 	|	 58
PF12872 	|	 CL0123 	|	 36
PF05653 	|	 CL0184 	|	 4
PF04130 	|	 CL0540 	|	 380
PF07678 	|	 CL0059 	|	 127
PF03101 	|	 CL0274 	|	 292
PF01394 	|	 CL0186 	|	 245
PF00970 	|	 CL0105 	|	 86
PF02375 	|	 CL0029 	|	 215
PF12819 	|	 CL0202 	|	 254
PF07002 	|	 CL0128 	|	 170
PF00355 	|	 CL0516 	|	 278
PF05424 	|	 CL0195 	|	 429
PF01434 	|	 CL0126 	|	 45
PF02828 	|	 CL0614 	|	 367
PF00613 	|	 CL0020 	|	 482
PF07724 	|	 CL0023 	|	 75
PF00895 	|	 CL0255 	|	 202
PF00582 	|	 CL0039 	|	 73
PF01429 	|	 CL0081 	|	 376
PF02845 	|	 CL0214 	|	 469
PF02803 	|	 CL0046 	|	 298
PF01471 	|	 CL0244 	|	 48
PF02309 	|	 CL0072 	|	 246
PF12348 	|	 CL0020 	|	 433
PF12624 	|	 CL0760 	|	 49
PF06367 	|	 CL0020 	|	 429
PF01841 	|	 CL0125 	|	 145
PF01207 	|	 CL0036 	|	 47
PF01851 	|	 CL0020 	|	 302
PF01843 	|	 CL0020 	|	 67
PF00052 	|	 CL0202 	|	 277
PF04433 	|	 CL0123 	|	 462
PF02878 	|	 CL0754 	|	 151
PF04427 	|	 CL0458 	|	 115
PF00163 	|	 CL0492 	|	 251
PF13802 	|	 CL0103 	|	 243
PF01823 	|	 CL0293 	|	 117
PF02191 	|	 CL0186 	|	 270
PF03607 	|	 CL0072 	|	 40
PF10557 	|	 CL0123 	|	 156
PF00867 	|	 CL0464 	|	 389
PF01070 	|	 CL0036 	|	 401
PF08441 	|	 CL0159 	|	 488
PF02023 	|	 CL0148 	|	 214
PF13417 	|	 CL0172 	|	 213
PF03330 	|	 CL0199 	|	 246
PF02319 	|	 CL0123 	|	 7
PF17681 	|	 CL0540 	|	 380
PF01404 	|	 CL0202 	|	 225
PF03137 	|	 CL0015 	|	 475
PF08242 	|	 CL0063 	|	 89
PF12783 	|	 CL0020 	|	 191
PF00734 	|	 CL0083 	|	 62
PF02298 	|	 CL0026 	|	 181
PF00635 	|	 CL0159 	|	 208
PF18044 	|	 CL0537 	|	 427
PF00370 	|	 CL0108 	|	 165
PF00288 	|	 CL0329 	|	 396
PF02020 	|	 CL0020 	|	 94
PF00752 	|	 CL0280 	|	 389
PF04857 	|	 CL0219 	|	 451
PF05347 	|	 CL0491 	|	 118
PF00383 	|	 CL0109 	|	 307
