word 	|	 label 1 	|	 label 2 
PF01237	|	45	|	77
PF05001	|	49	|	79
PF08205	|	94	|	37
PF02820	|	56	|	61
PF05368	|	60	|	14
PF00989	|	46	|	69
PF01825	|	64	|	95
PF02181	|	87	|	40
PF01239	|	50	|	13
PF13976	|	71	|	17
PF02365	|	32	|	5
PF12763	|	96	|	42
PF00557	|	39	|	55
PF10551	|	23	|	24
PF00627	|	37	|	83
PF07728	|	51	|	52
PF00610	|	35	|	77
PF00364	|	13	|	70
PF10613	|	78	|	40
PF00955	|	11	|	99
PF04408	|	17	|	31
PF01764	|	21	|	5
PF01302	|	72	|	45
PF12698	|	78	|	12
PF16209	|	8	|	36
PF01422	|	4	|	98
PF00109	|	73	|	41
PF00394	|	67	|	26
PF04193	|	40	|	22
PF03953	|	30	|	17
PF00326	|	10	|	98
PF00011	|	32	|	5
PF00623	|	80	|	64
PF00117	|	6	|	70
PF00232	|	60	|	17
PF02874	|	30	|	37
PF00328	|	7	|	0
PF00535	|	67	|	26
PF01476	|	39	|	26
PF01852	|	39	|	77
PF00291	|	59	|	14
PF01590	|	46	|	69
PF00616	|	96	|	42
PF02854	|	39	|	93
PF00388	|	96	|	42
PF00618	|	35	|	77
PF00441	|	68	|	97
PF01369	|	35	|	59
PF00282	|	59	|	0
PF13358	|	5	|	66
PF03106	|	32	|	24
PF01734	|	45	|	45
PF12894	|	34	|	89
PF01576	|	33	|	25
PF00839	|	83	|	59
PF02801	|	73	|	41
PF04565	|	30	|	34
PF01433	|	4	|	67
PF00656	|	33	|	3
PF00575	|	27	|	31
PF01979	|	6	|	70
PF00780	|	79	|	33
PF05920	|	23	|	22
PF01846	|	29	|	92
PF05193	|	13	|	97
PF02141	|	53	|	77
PF00086	|	80	|	64
PF01426	|	36	|	94
PF00850	|	72	|	5
PF00564	|	87	|	83
PF06455	|	47	|	34
PF02984	|	57	|	99
PF08266	|	57	|	0
PF00781	|	53	|	36
PF00051	|	67	|	26
PF03151	|	66	|	20
PF00133	|	7	|	63
PF02225	|	43	|	25
PF02771	|	68	|	97
PF01794	|	38	|	99
PF04997	|	80	|	64
PF17820	|	35	|	61
PF00969	|	30	|	19
PF00735	|	60	|	14
PF01545	|	89	|	20
PF00916	|	10	|	95
PF00611	|	29	|	71
PF13966	|	71	|	5
PF00295	|	59	|	14
PF00487	|	39	|	0
PF22486	|	72	|	57
PF00648	|	38	|	54
PF01569	|	3	|	6
PF01145	|	1	|	81
PF00884	|	60	|	81
PF01636	|	60	|	14
PF03522	|	83	|	64
PF03107	|	91	|	34
PF01453	|	58	|	96
PF01031	|	53	|	77
PF10294	|	59	|	72
PF00024	|	67	|	26
PF00110	|	1	|	46
PF02793	|	64	|	95
PF13426	|	46	|	69
PF00462	|	50	|	35
PF04389	|	98	|	34
PF00386	|	74	|	20
PF21164	|	49	|	79
PF00791	|	45	|	45
PF02759	|	93	|	77
PF13833	|	59	|	72
PF03184	|	23	|	8
PF00493	|	27	|	78
PF00644	|	85	|	56
PF00675	|	13	|	97
PF01388	|	90	|	94
PF01501	|	32	|	5
PF17900	|	4	|	67
PF00020	|	40	|	13
PF08246	|	53	|	36
PF14432	|	98	|	86
PF00266	|	89	|	16
PF18720	|	30	|	15
PF03031	|	32	|	5
PF01822	|	67	|	26
PF01556	|	90	|	47
PF00652	|	67	|	26
PF00507	|	47	|	19
PF00510	|	47	|	19
PF00534	|	20	|	27
PF01398	|	22	|	47
PF00128	|	20	|	27
PF04548	|	37	|	3
PF01562	|	86	|	87
PF00387	|	96	|	42
PF00194	|	97	|	84
PF01530	|	56	|	61
PF00100	|	67	|	26
PF00698	|	73	|	41
PF00190	|	11	|	5
PF08030	|	38	|	99
PF01762	|	1	|	43
PF01010	|	47	|	19
PF01055	|	93	|	77
PF03798	|	39	|	58
PF00418	|	23	|	8
PF04969	|	24	|	48
PF17207	|	27	|	78
PF02037	|	23	|	22
PF00019	|	1	|	22
PF01546	|	59	|	14
PF01504	|	69	|	77
PF04434	|	55	|	24
PF02985	|	56	|	7
PF03114	|	93	|	71
PF00054	|	11	|	98
PF05739	|	86	|	98
PF03456	|	53	|	77
PF00379	|	94	|	74
PF13837	|	23	|	38
PF08022	|	38	|	99
PF00562	|	30	|	34
PF07993	|	73	|	41
PF00888	|	55	|	83
PF07534	|	53	|	71
PF01462	|	31	|	91
PF01284	|	25	|	99
PF14111	|	32	|	5
PF00474	|	95	|	46
PF06602	|	53	|	77
PF01400	|	67	|	26
PF01217	|	1	|	0
PF00180	|	59	|	14
PF02755	|	23	|	22
PF00178	|	74	|	59
PF00503	|	66	|	46
PF03098	|	31	|	91
PF00587	|	50	|	59
PF12906	|	89	|	5
PF13640	|	18	|	20
PF12774	|	20	|	67
PF00753	|	75	|	18
PF17776	|	92	|	3
PF00933	|	53	|	36
PF02779	|	13	|	59
PF02171	|	23	|	31
PF01532	|	66	|	81
PF07525	|	45	|	45
PF00891	|	68	|	19
PF00039	|	62	|	49
PF00202	|	59	|	72
PF07562	|	91	|	40
PF00152	|	74	|	90
PF04055	|	4	|	67
PF00795	|	21	|	14
PF03129	|	50	|	63
PF03109	|	0	|	81
PF03357	|	89	|	72
PF00512	|	46	|	69
PF05485	|	71	|	24
PF02949	|	94	|	19
PF00200	|	86	|	67
PF13649	|	1	|	35
PF00075	|	38	|	32
PF12777	|	20	|	67
PF17855	|	27	|	78
PF02148	|	72	|	57
PF02170	|	17	|	31
PF00413	|	67	|	49
PF01463	|	31	|	91
PF02736	|	33	|	25
PF05000	|	80	|	64
PF00389	|	59	|	14
PF00822	|	95	|	46
PF01030	|	58	|	96
PF12940	|	92	|	83
PF03133	|	3	|	85
PF01095	|	39	|	58
PF12146	|	0	|	72
PF00150	|	60	|	81
PF00929	|	26	|	55
PF08393	|	20	|	67
PF04116	|	1	|	0
PF05922	|	14	|	75
PF12780	|	20	|	67
PF13843	|	71	|	66
PF00722	|	67	|	26
PF00654	|	8	|	22
PF14543	|	98	|	17
PF00789	|	37	|	57
PF12781	|	51	|	52
PF02847	|	50	|	93
PF01498	|	5	|	66
PF00954	|	58	|	96
PF03169	|	21	|	5
PF02460	|	7	|	36
PF00294	|	59	|	81
PF00447	|	90	|	47
PF01915	|	53	|	36
PF02338	|	3	|	24
PF13947	|	79	|	33
PF14541	|	98	|	17
PF02463	|	1	|	20
PF01039	|	13	|	70
PF01059	|	47	|	34
PF08031	|	68	|	98
PF17779	|	92	|	3
PF04043	|	39	|	20
PF00679	|	80	|	86
PF18199	|	51	|	52
PF00241	|	66	|	17
PF05986	|	86	|	87
PF13962	|	45	|	45
PF00653	|	56	|	3
PF21365	|	93	|	77
PF01549	|	67	|	43
PF00858	|	94	|	46
PF00339	|	91	|	38
PF18198	|	51	|	52
PF03478	|	57	|	10
PF03028	|	51	|	52
PF03736	|	31	|	27
PF00995	|	89	|	72
PF01138	|	83	|	23
PF04547	|	40	|	61
PF01663	|	68	|	43
PF00264	|	67	|	43
PF01740	|	10	|	95
PF01336	|	74	|	90
PF01479	|	80	|	71
PF01694	|	59	|	72
PF16746	|	45	|	77
PF04566	|	30	|	34
PF02671	|	99	|	27
PF00777	|	95	|	35
PF02146	|	39	|	81
PF05970	|	19	|	24
PF00258	|	4	|	28
PF02668	|	60	|	14
PF02752	|	91	|	38
PF03062	|	1	|	46
PF02889	|	17	|	31
PF08736	|	35	|	77
PF03765	|	97	|	84
PF19028	|	81	|	43
PF13716	|	63	|	0
PF00040	|	62	|	49
PF01467	|	39	|	20
PF01408	|	1	|	20
PF19236	|	86	|	87
PF00095	|	94	|	40
PF00790	|	86	|	87
PF00332	|	32	|	5
PF02140	|	67	|	95
PF00337	|	87	|	43
PF06467	|	23	|	61
PF13306	|	99	|	17
PF01392	|	58	|	26
PF01248	|	21	|	72
PF00137	|	47	|	23
PF00619	|	34	|	3
PF03221	|	23	|	8
PF00903	|	68	|	13
PF04567	|	30	|	34
PF02212	|	53	|	77
PF11838	|	4	|	67
PF03016	|	59	|	72
PF14429	|	22	|	87
PF13409	|	68	|	63
PF05649	|	50	|	49
PF02825	|	92	|	3
PF00365	|	13	|	97
PF01365	|	78	|	44
PF00928	|	1	|	67
PF13460	|	1	|	35
PF00108	|	98	|	0
PF08276	|	58	|	96
PF08264	|	7	|	63
PF03105	|	78	|	12
PF00488	|	19	|	34
PF00056	|	86	|	13
PF00193	|	29	|	78
PF07565	|	11	|	99
PF02494	|	81	|	26
PF02536	|	59	|	5
PF02145	|	87	|	39
PF02809	|	72	|	87
PF03727	|	77	|	36
PF05773	|	79	|	33
PF07651	|	32	|	5
PF00808	|	21	|	5
PF01661	|	43	|	3
PF13831	|	19	|	94
PF04818	|	26	|	80
PF06371	|	87	|	40
PF00636	|	17	|	31
PF01805	|	26	|	80
PF02815	|	78	|	44
PF00755	|	73	|	41
PF06920	|	22	|	87
PF00667	|	4	|	28
PF05758	|	47	|	61
PF00349	|	77	|	36
PF00786	|	79	|	33
PF02383	|	38	|	93
PF07716	|	3	|	5
PF00957	|	70	|	21
PF12171	|	91	|	11
PF01049	|	4	|	25
PF17852	|	20	|	67
PF02026	|	78	|	44
PF01067	|	38	|	54
PF03061	|	60	|	51
PF02138	|	34	|	89
PF20421	|	22	|	87
PF14529	|	71	|	32
PF13621	|	57	|	10
PF00609	|	53	|	36
PF01612	|	74	|	29
PF01105	|	66	|	72
PF00420	|	47	|	19
PF04560	|	30	|	34
PF02866	|	86	|	13
PF02519	|	47	|	17
PF08659	|	73	|	41
PF01189	|	64	|	23
PF00042	|	4	|	28
PF06292	|	96	|	54
PF03083	|	18	|	85
PF01048	|	60	|	14
PF02485	|	99	|	74
PF00878	|	42	|	63
PF01390	|	11	|	93
PF14377	|	75	|	56
PF14551	|	27	|	78
PF13839	|	11	|	61
PF21041	|	20	|	99
PF20422	|	22	|	87
PF01428	|	37	|	57
PF02800	|	47	|	12
PF01431	|	50	|	49
PF07719	|	24	|	48
PF04811	|	20	|	98
PF17771	|	86	|	87
PF05843	|	26	|	80
PF00499	|	47	|	19
PF00144	|	60	|	14
PF00801	|	20	|	27
PF14497	|	68	|	63
PF10250	|	21	|	5
PF00055	|	97	|	84
PF00318	|	8	|	55
PF13857	|	45	|	45
PF01424	|	26	|	11
PF01151	|	94	|	51
PF00048	|	95	|	1
PF10584	|	82	|	99
PF00909	|	66	|	35
PF00676	|	13	|	59
PF08516	|	86	|	67
PF08711	|	69	|	92
PF00348	|	1	|	20
PF00313	|	69	|	11
PF02892	|	32	|	24
PF14228	|	41	|	98
PF02714	|	98	|	75
PF03514	|	32	|	24
PF02185	|	79	|	33
PF14310	|	53	|	36
PF00036	|	38	|	74
PF10536	|	32	|	5
PF00784	|	35	|	25
PF00638	|	24	|	55
PF03552	|	11	|	17
PF00151	|	20	|	81
PF05192	|	19	|	34
PF13631	|	47	|	34
PF14703	|	98	|	75
PF00538	|	90	|	47
PF03828	|	91	|	90
PF17766	|	14	|	75
PF00061	|	39	|	20
PF03446	|	7	|	88
PF02787	|	6	|	70
PF03009	|	59	|	45
PF02883	|	27	|	59
PF00724	|	59	|	35
PF07983	|	32	|	5
PF02205	|	87	|	45
PF16489	|	64	|	95
PF02204	|	93	|	42
PF14484	|	92	|	3
PF02785	|	13	|	70
PF05383	|	26	|	80
PF03006	|	89	|	81
PF01301	|	6	|	95
PF00907	|	11	|	78
PF08447	|	46	|	69
PF20805	|	14	|	36
PF00289	|	13	|	70
PF06839	|	17	|	30
PF13532	|	59	|	72
PF01150	|	95	|	71
PF05721	|	60	|	14
PF00334	|	54	|	23
PF04815	|	20	|	98
PF00145	|	19	|	73
PF17667	|	21	|	6
PF01486	|	32	|	54
PF12738	|	85	|	56
PF08389	|	77	|	7
PF00050	|	70	|	93
PF00565	|	85	|	49
PF00688	|	1	|	22
PF14492	|	80	|	86
PF12872	|	26	|	80
PF16492	|	57	|	25
PF05653	|	21	|	5
PF04130	|	53	|	36
PF04810	|	20	|	98
PF07678	|	62	|	49
PF00066	|	65	|	79
PF08699	|	23	|	32
PF03101	|	23	|	24
PF05380	|	71	|	32
PF01394	|	54	|	97
PF08033	|	20	|	98
PF00970	|	4	|	28
PF02375	|	64	|	94
PF12819	|	58	|	96
PF07002	|	96	|	54
PF00355	|	50	|	28
PF05424	|	8	|	40
PF01434	|	36	|	68
PF08385	|	20	|	67
PF02828	|	54	|	87
PF03455	|	53	|	77
PF00504	|	59	|	35
PF00613	|	42	|	54
PF07724	|	36	|	45
PF00895	|	47	|	19
PF00582	|	79	|	74
PF01066	|	1	|	72
PF00183	|	89	|	17
PF02845	|	43	|	6
PF01429	|	19	|	16
PF04479	|	60	|	14
PF02803	|	98	|	0
PF01471	|	67	|	49
PF02309	|	69	|	17
PF12348	|	20	|	99
PF12624	|	96	|	42
PF06367	|	87	|	40
PF01841	|	54	|	87
PF01207	|	69	|	11
PF01851	|	13	|	99
PF01843	|	33	|	25
PF00052	|	4	|	34
PF04433	|	90	|	47
PF02878	|	15	|	43
PF04427	|	21	|	6
PF00163	|	47	|	19
PF13967	|	98	|	75
PF13802	|	93	|	77
PF01823	|	81	|	43
PF02191	|	64	|	95
PF03607	|	79	|	33
PF10557	|	55	|	83
PF00867	|	86	|	87
PF10607	|	92	|	11
PF01070	|	1	|	0
PF02990	|	89	|	72
PF08441	|	14	|	36
PF04983	|	80	|	64
PF02023	|	91	|	38
PF13417	|	68	|	63
PF03330	|	67	|	26
PF02319	|	23	|	24
PF17681	|	53	|	36
PF01404	|	53	|	96
PF00330	|	39	|	36
PF03137	|	11	|	8
PF08242	|	73	|	41
PF12783	|	77	|	59
PF00734	|	68	|	26
PF02298	|	32	|	5
PF00635	|	21	|	85
PF18044	|	69	|	11
PF04563	|	30	|	34
PF04515	|	18	|	85
PF14214	|	19	|	24
PF00370	|	77	|	36
PF00288	|	30	|	12
PF14416	|	11	|	61
PF02020	|	69	|	47
PF00752	|	86	|	87
PF04857	|	7	|	93
PF05347	|	21	|	72
PF03134	|	32	|	5
PF03140	|	18	|	17
PF02209	|	41	|	63
PF00383	|	89	|	81
PF21089	|	73	|	41
PF16486	|	23	|	32
PF00860	|	41	|	39
PF00382	|	64	|	43
PF00111	|	77	|	36
PF00029	|	38	|	0
PF00579	|	7	|	63
PF14575	|	53	|	96
PF14765	|	73	|	41
PF03567	|	66	|	46
PF08423	|	39	|	20
PF07776	|	91	|	38
PF13847	|	59	|	35
PF21471	|	98	|	34
PF01728	|	80	|	92
PF02862	|	56	|	84
PF04117	|	59	|	35
PF00156	|	1	|	51
PF02201	|	55	|	92
PF05577	|	66	|	35
PF16197	|	73	|	41
PF16363	|	89	|	35
PF16905	|	78	|	44
PF00207	|	62	|	49
PF08043	|	41	|	75
PF00139	|	79	|	33
PF00198	|	13	|	70
PF03055	|	66	|	81
PF03127	|	86	|	87
PF12776	|	32	|	24
PF12473	|	75	|	77
PF06337	|	72	|	57
PF00459	|	59	|	46
PF13634	|	8	|	55
PF03188	|	0	|	0
PF00483	|	69	|	35
PF01008	|	89	|	81
PF07703	|	62	|	49
PF13405	|	59	|	72
PF01193	|	67	|	68
PF10545	|	71	|	32
PF03104	|	8	|	55
PF01053	|	59	|	35
PF00396	|	53	|	36
PF00549	|	54	|	49
PF00804	|	86	|	98
PF01129	|	89	|	72
PF01591	|	75	|	71
PF17857	|	20	|	67
PF00614	|	93	|	54
PF02008	|	19	|	94
PF01544	|	45	|	45
PF03936	|	47	|	17
PF00930	|	10	|	98
PF00223	|	47	|	19
PF01448	|	90	|	47
PF02259	|	42	|	68
PF00927	|	54	|	63
PF00578	|	20	|	99
PF20152	|	21	|	72
PF01738	|	1	|	35
PF02775	|	10	|	28
PF07738	|	45	|	57
PF07677	|	62	|	49
PF16450	|	36	|	68
PF09336	|	36	|	68
PF02782	|	77	|	36
PF03165	|	47	|	37
PF04142	|	89	|	20
PF14625	|	80	|	64
PF00887	|	59	|	0
PF08763	|	78	|	44
PF03564	|	71	|	32
PF01759	|	62	|	87
PF02852	|	50	|	28
PF16211	|	10	|	8
PF02260	|	42	|	68
PF02776	|	10	|	13
PF14295	|	67	|	26
PF01040	|	89	|	14
PF01496	|	95	|	51
PF07973	|	10	|	22
PF13472	|	60	|	81
PF00167	|	3	|	74
PF00262	|	80	|	86
PF05057	|	45	|	45
PF01419	|	91	|	10
PF00568	|	87	|	77
PF01397	|	47	|	17
PF06203	|	92	|	58
PF02174	|	35	|	25
PF16589	|	85	|	56
PF18139	|	78	|	44
PF02218	|	53	|	87
PF00031	|	53	|	36
PF20150	|	60	|	14
PF10409	|	87	|	74
PF02190	|	36	|	68
PF04212	|	93	|	68
PF02376	|	39	|	58
PF00817	|	85	|	56
PF21467	|	6	|	95
PF00292	|	39	|	58
PF02351	|	83	|	98
PF00305	|	20	|	27
PF00857	|	59	|	72
PF02434	|	67	|	26
PF01027	|	1	|	46
PF00136	|	8	|	55
PF13676	|	99	|	17
PF05795	|	47	|	67
PF13959	|	17	|	31
PF20806	|	14	|	36
PF01410	|	49	|	69
PF16457	|	96	|	42
PF08016	|	67	|	26
PF01603	|	32	|	5
PF05033	|	19	|	16
PF00730	|	39	|	35
PF02188	|	24	|	48
PF00485	|	3	|	35
PF14844	|	34	|	89
PF04616	|	60	|	14
PF13774	|	70	|	21
PF01062	|	20	|	74
PF03764	|	80	|	86
PF18701	|	71	|	32
PF04851	|	84	|	30
PF00237	|	21	|	0
PF16183	|	93	|	77
PF02453	|	32	|	5
PF00596	|	21	|	6
PF15613	|	39	|	94
PF13768	|	85	|	56
PF16488	|	23	|	31
PF03725	|	83	|	23
PF03619	|	0	|	5
PF15410	|	48	|	29
PF01068	|	85	|	56
PF05641	|	88	|	94
PF00206	|	98	|	81
PF00696	|	70	|	7
PF03443	|	60	|	81
PF00219	|	83	|	64
PF00725	|	13	|	0
PF00244	|	66	|	20
PF00252	|	66	|	19
PF01161	|	66	|	46
PF13519	|	43	|	3
PF07177	|	74	|	61
PF00890	|	68	|	28
PF01042	|	39	|	36
PF08613	|	41	|	99
PF01432	|	66	|	14
PF00875	|	75	|	27
PF01074	|	4	|	34
PF03547	|	1	|	35
PF06422	|	78	|	12
PF03489	|	98	|	43
PF08513	|	34	|	89
PF03901	|	21	|	81
PF04749	|	11	|	5
PF00749	|	50	|	63
PF03451	|	34	|	89
PF01557	|	10	|	13
PF00956	|	21	|	5
PF22562	|	37	|	57
PF06017	|	33	|	25
PF10431	|	36	|	45
PF01063	|	59	|	72
PF00849	|	89	|	72
PF00205	|	10	|	13
PF01522	|	60	|	14
PF17655	|	78	|	67
PF09279	|	96	|	42
PF04488	|	1	|	81
PF00682	|	13	|	70
PF01754	|	37	|	57
PF17791	|	62	|	49
PF00694	|	39	|	36
PF02207	|	57	|	10
PF21530	|	19	|	24
PF01853	|	90	|	94
PF01033	|	81	|	43
PF10513	|	19	|	94
PF05686	|	66	|	72
PF00773	|	98	|	30
PF01459	|	89	|	35
